theta,n_BE_pred,n_obs,D_pred,D_obs,gbar_log,gobs_log
0.103612,9.160040,10.481536,10.160040,11.481536,-11.8900,-10.8300
0.098949,9.614508,11.302688,10.614508,12.302688,-11.9300,-10.8400
0.094495,10.090431,11.589254,11.090431,12.589254,-11.9700,-10.8700
0.089209,10.717046,11.882496,11.717046,12.882496,-12.0200,-10.9100
0.085194,11.245005,13.125375,12.245005,14.125375,-12.0600,-10.9100
0.861806,0.731298,0.071519,1.731298,1.071519,-10.0500,-10.0200
0.832548,0.769722,0.174898,1.769722,1.174898,-10.0800,-10.0100
0.785976,0.837137,0.318257,1.837137,1.318257,-10.1300,-10.0100
0.733516,0.923883,0.548817,1.923883,1.548817,-10.1900,-10.0000
0.646263,1.100841,0.621810,2.100841,1.621810,-10.3000,-10.0900
0.582652,1.264572,0.659587,2.264572,1.659587,-10.3900,-10.1700
0.537538,1.404913,0.621810,2.404913,1.621810,-10.4600,-10.2500
0.479081,1.627099,0.548817,2.627099,1.548817,-10.5600,-10.3700
0.347064,2.410178,1.511886,3.410178,2.511886,-10.8400,-10.4400
0.275683,3.150304,2.630781,4.150304,3.630781,-11.0400,-10.4800
0.251426,3.498251,3.073803,4.498251,4.073803,-11.1200,-10.5100
0.231958,3.830438,3.265795,4.830438,4.265795,-11.1900,-10.5600
2.988198,0.053051,0.122018,1.053051,1.122018,-8.9700,-8.9200
2.853707,0.061155,0.230269,1.061155,1.230269,-9.0100,-8.9200
2.756826,0.067798,0.230269,1.067798,1.230269,-9.0400,-8.9500
2.602612,0.080007,0.174898,1.080007,1.174898,-9.0900,-9.0200
2.457024,0.093720,0.230269,1.093720,1.230269,-9.1400,-9.0500
2.346440,0.105839,0.258925,1.105839,1.258925,-9.1800,-9.0800
2.293028,0.112298,0.230269,1.112298,1.230269,-9.2000,-9.1100
2.215182,0.122503,0.230269,1.122503,1.230269,-9.2300,-9.1400
2.189825,0.126045,0.230269,1.126045,1.230269,-9.2400,-9.1500
2.139978,0.133347,0.258925,1.133347,1.258925,-9.2600,-9.1600
2.067328,0.144850,0.230269,1.144850,1.230269,-9.2900,-9.2000
1.974283,0.161253,0.230269,1.161253,1.230269,-9.3300,-9.2400
1.907258,0.174380,0.230269,1.174380,1.230269,-9.3600,-9.2700
1.863843,0.183538,0.174898,1.183538,1.174898,-9.3800,-9.3100
1.821417,0.193027,0.202264,1.193027,1.202264,-9.4000,-9.3200
1.779956,0.202856,0.174898,1.202856,1.174898,-9.4200,-9.3500
1.739440,0.213031,0.174898,1.213031,1.174898,-9.4400,-9.3700
1.699845,0.223559,0.202264,1.223559,1.202264,-9.4600,-9.3800
1.680387,0.228957,0.202264,1.228957,1.202264,-9.4700,-9.3900
1.642137,0.240027,0.202264,1.240027,1.202264,-9.4900,-9.4100
1.623340,0.245701,0.202264,1.245701,1.202264,-9.5000,-9.4200
1.586388,0.257330,0.202264,1.257330,1.202264,-9.5200,-9.4400
1.550277,0.269340,0.230269,1.269340,1.230269,-9.5400,-9.4500
1.497647,0.288089,0.258925,1.288089,1.258925,-9.5700,-9.4700
1.397685,0.328318,0.348963,1.328318,1.348963,-9.6300,-9.5000
1.365870,0.342568,0.348963,1.342568,1.348963,-9.6500,-9.5200
1.289464,0.380107,0.380384,1.380107,1.380384,-9.7000,-9.5600
1.245688,0.403987,0.445440,1.403987,1.445440,-9.7300,-9.5700
1.136081,0.472916,0.548817,1.472916,1.548817,-9.8100,-9.6200
0.842189,0.756749,0.905461,1.756749,1.905461,-10.0700,-9.7900
0.692483,1.001329,1.238721,2.001329,2.238721,-10.2400,-9.8900
0.582652,1.264572,1.511886,2.264572,2.511886,-10.3900,-9.9900
0.507469,1.512673,1.884032,2.512673,2.884032,-10.5100,-10.0500
0.436927,1.825005,2.388442,2.825005,3.388442,-10.6400,-10.1100
0.676721,1.033682,0.778279,2.033682,1.778279,-10.2600,-10.0100
0.646263,1.100841,0.905461,2.100841,1.905461,-10.3000,-10.0200
0.610112,1.189574,1.398833,2.189574,2.398833,-10.3500,-9.9700
0.610112,1.189574,1.238721,2.189574,2.238721,-10.3500,-10.0000
0.624323,1.153427,1.238721,2.153427,2.238721,-10.3300,-9.9800
0.646263,1.100841,1.137962,2.100841,2.137962,-10.3000,-9.9700
0.653747,1.083740,1.089296,2.083740,2.089296,-10.2900,-9.9700
0.661317,1.066847,0.949845,2.066847,1.949845,-10.2800,-9.9900
0.661317,1.066847,1.089296,2.066847,2.089296,-10.2800,-9.9600
0.661317,1.066847,1.089296,2.066847,2.089296,-10.2800,-9.9600
0.661317,1.066847,1.041738,2.066847,2.041738,-10.2800,-9.9700
0.661317,1.066847,0.995262,2.066847,1.995262,-10.2800,-9.9800
0.661317,1.066847,0.995262,2.066847,1.995262,-10.2800,-9.9800
0.653747,1.083740,0.995262,2.083740,1.995262,-10.2900,-9.9900
0.638865,1.118155,1.041738,2.118155,2.041738,-10.3100,-10.0000
0.624323,1.153427,1.089296,2.153427,2.089296,-10.3300,-10.0100
0.562872,1.323264,1.290868,2.323264,2.290868,-10.4200,-10.0600
0.519289,1.468790,1.454709,2.468790,2.454709,-10.4900,-10.1000
0.484629,1.603663,1.630268,2.603663,2.630268,-10.5500,-10.1300
0.462817,1.699112,1.754229,2.699112,2.754229,-10.5900,-10.1500
0.441987,1.799223,1.818383,2.799223,2.818383,-10.6300,-10.1800
0.393921,2.071321,2.019952,3.071321,3.019952,-10.7300,-10.2500
0.347064,2.410178,2.235937,3.410178,3.235937,-10.8400,-10.3300
0.312903,2.721914,2.548134,3.721914,3.548134,-10.9300,-10.3800
0.288675,2.988125,2.801894,3.988125,3.801894,-11.0000,-10.4200
0.266323,3.277000,3.073803,4.277000,4.073803,-11.0700,-10.4600
0.248547,3.544067,3.073803,4.544067,4.073803,-11.1300,-10.5200
0.234644,3.781312,3.168694,4.781312,4.168694,-11.1800,-10.5600
0.224083,3.981285,3.168694,4.981285,4.168694,-11.2200,-10.6000
0.211548,4.244671,3.265795,5.244671,4.265795,-11.2700,-10.6400
0.197428,4.581572,3.677351,5.581572,4.677351,-11.3300,-10.6600
0.188543,4.819545,3.897788,5.819545,4.897788,-11.3700,-10.6800
0.182142,5.005401,3.897788,6.005401,4.897788,-11.4000,-10.7100
0.175958,5.197825,4.128614,6.197825,5.128614,-11.4300,-10.7200
0.171953,5.329870,4.128614,6.329870,5.128614,-11.4500,-10.7400
0.168039,5.465006,4.128614,6.465006,5.128614,-11.4700,-10.7600
0.160476,5.744839,4.248075,6.744839,5.248075,-11.5100,-10.7900
0.090242,10.588817,6.943282,11.588817,7.943282,-12.0100,-11.1100
0.160476,5.744839,3.786301,6.744839,4.786301,-11.5100,-10.8300
0.171953,5.329870,4.248075,6.329870,5.248075,-11.4500,-10.7300
0.180057,5.068802,4.370318,6.068802,5.370318,-11.4100,-10.6800
0.184251,4.942730,4.623413,5.942730,5.623413,-11.3900,-10.6400
0.177996,5.132940,4.888437,6.132940,5.888437,-11.4200,-10.6500
0.173944,5.263466,6.079458,6.263466,7.079458,-11.4400,-10.5900
0.171953,5.329870,6.079458,6.329870,7.079458,-11.4500,-10.6000
0.169985,5.397047,6.079458,6.397047,7.079458,-11.4600,-10.6100
0.169985,5.397047,6.244360,6.397047,7.244360,-11.4600,-10.6000
0.162334,5.673662,6.943282,6.673662,7.943282,-11.5000,-10.6000
0.155028,5.963373,7.317638,6.963373,8.317638,-11.5400,-10.6200
0.153253,6.037918,7.709636,7.037918,8.709636,-11.5500,-10.6100
0.151499,6.113330,7.912509,7.113330,8.912509,-11.5600,-10.6100
0.149765,6.189618,8.120108,7.189618,9.120108,-11.5700,-10.6100
0.149765,6.189618,8.120108,7.189618,9.120108,-11.5700,-10.6100
0.149765,6.189618,8.120108,7.189618,9.120108,-11.5700,-10.6100
0.149765,6.189618,8.332543,7.189618,9.332543,-11.5700,-10.6000
0.146356,6.344865,8.332543,7.344865,9.332543,-11.5900,-10.6200
0.143024,6.503741,8.332543,7.503741,9.332543,-11.6100,-10.6400
0.138169,6.749044,9.000000,7.749044,10.000000,-11.6400,-10.6400
1.110221,0.491394,1.691535,1.491394,2.691535,-9.8300,-9.4000
1.203398,0.428923,1.089296,1.428923,2.089296,-9.7600,-9.4400
0.944951,0.635854,0.698244,1.635854,1.698244,-9.9700,-9.7400
0.716819,0.954282,0.905461,1.954282,1.905461,-10.2100,-9.9300
0.582652,1.264572,1.041738,2.264572,2.041738,-10.3900,-10.0800
0.468176,1.674821,1.511886,2.674821,2.511886,-10.5800,-10.1800
0.403097,2.014294,1.754229,3.014294,2.754229,-10.7100,-10.2700
0.359260,2.313370,1.951209,3.313370,2.951209,-10.8100,-10.3400
0.320191,2.649771,2.235937,3.649771,3.235937,-10.9100,-10.4000
0.285371,3.027963,2.235937,4.027963,3.235937,-11.0100,-10.5000
0.531385,1.425949,0.513561,2.425949,1.513561,-10.4700,-10.2900
0.543763,1.384129,0.548817,2.384129,1.548817,-10.4500,-10.2600
0.556429,1.343308,0.659587,2.343308,1.659587,-10.4300,-10.2100
0.569389,1.303462,0.778279,2.303462,1.778279,-10.4100,-10.1600
0.582652,1.264572,0.819701,2.264572,1.819701,-10.3900,-10.1300
0.589399,1.245478,0.905461,2.245478,1.905461,-10.3800,-10.1000
0.603128,1.207982,0.905461,2.207982,1.905461,-10.3600,-10.0800
0.624323,1.153427,0.659587,2.153427,1.659587,-10.3300,-10.1100
0.646263,1.100841,0.584893,2.100841,1.584893,-10.3000,-10.1000
0.668974,1.050162,0.737801,2.050162,1.737801,-10.2700,-10.0300
0.692483,1.001329,0.905461,2.001329,1.905461,-10.2400,-9.9600
0.725119,0.938987,0.819701,1.938987,1.819701,-10.2000,-9.9400
0.742009,0.908966,0.778279,1.908966,1.778279,-10.1800,-9.9300
0.759293,0.879689,0.698244,1.879689,1.698244,-10.1600,-9.9300
0.776979,0.851142,0.659587,1.851142,1.659587,-10.1400,-9.9200
0.795077,0.823308,0.621810,1.823308,1.621810,-10.1200,-9.9100
0.804284,0.809654,0.621810,1.809654,1.621810,-10.1100,-9.9000
0.804284,0.809654,0.659587,1.809654,1.659587,-10.1100,-9.8900
0.742009,0.908966,0.778279,1.908966,1.778279,-10.1800,-9.9300
0.692483,1.001329,1.089296,2.001329,2.089296,-10.2400,-9.9200
0.653747,1.083740,1.041738,2.083740,2.041738,-10.2900,-9.9800
2.694073,0.072507,0.412538,1.072507,1.412538,-9.0600,-8.9100
2.543369,0.085306,0.122018,1.085306,1.122018,-9.1100,-9.0600
2.346440,0.105839,0.148154,1.105839,1.148154,-9.1800,-9.1200
2.240832,0.119031,0.148154,1.119031,1.148154,-9.2200,-9.1600
2.091266,0.140941,-0.022763,1.140941,0.977237,-9.2800,-9.2900
1.929343,0.169924,0.000000,1.169924,1.000000,-9.3500,-9.3500
1.779956,0.202856,0.148154,1.202856,1.148154,-9.4200,-9.3600
1.661152,0.234446,0.148154,1.234446,1.148154,-9.4800,-9.4200
1.550277,0.269340,0.096478,1.269340,1.096478,-9.5400,-9.5000
1.463556,0.301087,-0.022763,1.301087,0.977237,-9.5900,-9.6000
1.381686,0.335389,0.023293,1.335389,1.023293,-9.6400,-9.6300
1.334779,0.357250,0.230269,1.357250,1.230269,-9.6700,-9.5800
1.304396,0.372375,0.122018,1.372375,1.122018,-9.6900,-9.6400
1.149236,0.463869,0.202264,1.463869,1.202264,-9.8000,-9.7200
1.084949,0.510389,0.445440,1.510389,1.445440,-9.8500,-9.6900
1.036118,0.549977,0.548817,1.549977,1.548817,-9.8900,-9.7000
0.944951,0.635854,0.621810,1.635854,1.621810,-9.9700,-9.7600
0.832548,0.769722,0.737801,1.769722,1.737801,-10.0800,-9.8400
0.768085,0.865325,0.778279,1.865325,1.778279,-10.1500,-9.9000
0.692483,1.001329,0.819701,2.001329,1.819701,-10.2400,-9.9800
0.631552,1.135683,0.819701,2.135683,1.819701,-10.3200,-10.0600
0.575983,1.283899,0.905461,2.283899,1.905461,-10.4000,-10.1200
0.531385,1.425949,0.949845,2.425949,1.949845,-10.4700,-10.1800
0.457519,1.723695,0.862087,2.723695,1.862087,-10.6000,-10.3300
0.242890,3.637313,10.481536,4.637313,11.481536,-11.1500,-10.0900
0.218982,4.084809,10.748976,5.084809,11.748976,-11.2400,-10.1700
0.202027,4.466658,10.481536,5.466658,11.481536,-11.3100,-10.2500
0.192934,4.699180,11.302688,5.699180,12.302688,-11.3500,-10.2600
0.184251,4.942730,11.882496,5.942730,12.882496,-11.3900,-10.2800
0.177996,5.132940,10.748976,6.132940,11.748976,-11.4200,-10.3500
0.169985,5.397047,11.022644,6.397047,12.022644,-11.4600,-10.3800
0.162334,5.673662,11.882496,6.673662,12.882496,-11.5000,-10.3900
0.146356,6.344865,12.803843,7.344865,13.803843,-11.5900,-10.4500
0.141387,6.584566,12.182567,7.584566,13.182567,-11.6200,-10.5000
0.138169,6.749044,13.125375,7.749044,14.125375,-11.6400,-10.4900
0.138169,6.749044,11.882496,7.749044,12.882496,-11.6400,-10.5300
0.136587,6.832720,10.748976,7.832720,11.748976,-11.6500,-10.5800
0.133478,7.002997,11.589254,8.002997,12.589254,-11.6700,-10.5700
0.130440,7.177252,12.182567,8.177252,13.182567,-11.6900,-10.5700
0.128946,7.265900,12.182567,8.265900,13.182567,-11.7000,-10.5800
0.127470,7.355578,11.882496,8.355578,12.882496,-11.7100,-10.6000
0.126011,7.446296,12.489629,8.446296,13.489629,-11.7200,-10.5900
0.124569,7.538069,12.803843,8.538069,13.803843,-11.7300,-10.5900
0.123143,7.630906,12.489629,8.630906,13.489629,-11.7400,-10.6100
0.120340,7.819827,12.803843,8.819827,13.803843,-11.7600,-10.6200
2.485475,0.090853,-0.258690,1.090853,0.741310,-9.1300,-9.2600
2.240832,0.119031,-0.087989,1.119031,0.912011,-9.2200,-9.2600
2.067328,0.144850,-0.022763,1.144850,0.977237,-9.2900,-9.3000
1.951683,0.165548,0.318257,1.165548,1.318257,-9.3400,-9.2200
1.951683,0.165548,0.202264,1.165548,1.202264,-9.3400,-9.2600
2.020270,0.152897,0.047129,1.152897,1.047129,-9.3100,-9.2900
1.997144,0.157036,0.071519,1.157036,1.071519,-9.3200,-9.2900
1.951683,0.165548,0.023293,1.165548,1.023293,-9.3400,-9.3300
1.863843,0.183538,0.023293,1.183538,1.023293,-9.3800,-9.3700
1.719528,0.218250,0.122018,1.218250,1.122018,-9.4500,-9.4000
1.463556,0.301087,0.202264,1.301087,1.202264,-9.5900,-9.5100
1.245688,0.403987,0.318257,1.403987,1.318257,-9.7300,-9.6100
1.072530,0.520085,0.479108,1.520085,1.479108,-9.8600,-9.6900
0.944951,0.635854,0.621810,1.635854,1.621810,-9.9700,-9.7600
0.842189,0.756749,0.778279,1.756749,1.778279,-10.0700,-9.8200
0.759293,0.879689,0.949845,1.879689,1.949845,-10.1600,-9.8700
0.700502,0.985451,1.041738,1.985451,2.041738,-10.2300,-9.9200
0.646263,1.100841,1.187762,2.100841,2.187762,-10.3000,-9.9600
0.596224,1.226616,1.344229,2.226616,2.344229,-10.3700,-10.0000
0.556429,1.343308,1.398833,2.343308,2.398833,-10.4300,-10.0500
0.519289,1.468790,1.511886,2.468790,2.511886,-10.4900,-10.0900
0.484629,1.603663,1.630268,2.603663,2.630268,-10.5500,-10.1300
0.452282,1.748572,1.818383,2.748572,2.818383,-10.6100,-10.1600
0.426982,1.877494,2.019952,2.877494,3.019952,-10.6600,-10.1800
0.403097,2.014294,2.162278,3.014294,3.162278,-10.7100,-10.2100
0.384954,2.129710,2.235937,3.129710,3.235937,-10.7500,-10.2400
0.363420,2.281852,2.467369,3.281852,3.467369,-10.8000,-10.2600
0.347064,2.410178,2.467369,3.410178,3.467369,-10.8400,-10.3000
0.331443,2.544676,2.548134,3.544676,3.548134,-10.8800,-10.3300
0.320191,2.649771,2.548134,3.649771,3.548134,-10.9100,-10.3600
0.305780,2.795765,2.981072,3.795765,3.981072,-10.9500,-10.3500
0.295399,2.909830,2.981072,3.909830,3.981072,-10.9800,-10.3800
2.043663,0.148835,0.513561,1.148835,1.513561,-9.3000,-9.1200
1.929343,0.169924,0.698244,1.169924,1.698244,-9.3500,-9.1200
1.800567,0.197899,0.862087,1.197899,1.862087,-9.4100,-9.1400
1.719528,0.218250,0.905461,1.218250,1.905461,-9.4500,-9.1700
1.642137,0.240027,0.949845,1.240027,1.949845,-9.4900,-9.2000
1.568229,0.263287,0.995262,1.263287,1.995262,-9.5300,-9.2300
1.514989,0.281740,1.041738,1.281740,2.041738,-9.5600,-9.2500
1.463556,0.301087,1.137962,1.301087,2.137962,-9.5900,-9.2600
1.413870,0.321354,1.137962,1.321354,2.137962,-9.6200,-9.2900
1.381686,0.335389,1.137962,1.335389,2.137962,-9.6400,-9.3100
1.350235,0.349854,1.187762,1.349854,2.187762,-9.6600,-9.3200
1.319500,0.364757,1.187762,1.364757,2.187762,-9.6800,-9.3400
1.289464,0.380107,1.137962,1.380107,2.137962,-9.7000,-9.3700
1.274704,0.387951,1.137962,1.387951,2.137962,-9.7100,-9.3800
1.245688,0.403987,1.187762,1.403987,2.187762,-9.7300,-9.3900
1.217333,0.420492,1.238721,1.420492,2.238721,-9.7500,-9.4000
1.189623,0.437475,1.187762,1.437475,2.187762,-9.7700,-9.4300
1.162544,0.454947,1.238721,1.454947,2.238721,-9.7900,-9.4400
1.136081,0.472916,1.290868,1.472916,2.290868,-9.8100,-9.4500
1.110221,0.491394,1.290868,1.491394,2.290868,-9.8300,-9.4700
1.084949,0.510389,1.290868,1.510389,2.290868,-9.8500,-9.4900
1.060253,0.529914,1.344229,1.529914,2.344229,-9.8700,-9.5000
1.048116,0.539877,1.344229,1.539877,2.344229,-9.8800,-9.5100
1.024258,0.560215,1.344229,1.560215,2.344229,-9.9000,-9.5300
0.966962,0.613519,1.454709,1.613519,2.454709,-9.9500,-9.5600
0.842189,0.756749,1.691535,1.756749,2.691535,-10.0700,-9.6400
0.733516,0.923883,1.884032,1.923883,2.884032,-10.1900,-9.7300
0.653747,1.083740,2.090295,2.083740,3.090295,-10.2900,-9.8000
0.596224,1.226616,2.311311,2.226616,3.311311,-10.3700,-9.8500
0.556429,1.343308,2.467369,2.343308,3.467369,-10.4300,-9.8900
0.519289,1.468790,2.548134,2.468790,3.548134,-10.4900,-9.9400
0.473597,1.650817,2.890451,2.650817,3.890451,-10.5700,-9.9800
0.431926,1.851094,3.168694,2.851094,4.168694,-10.6500,-10.0300
0.403097,2.014294,3.570882,3.014294,4.570882,-10.7100,-10.0500
0.380548,2.159426,3.677351,3.159426,4.677351,-10.7600,-10.0900
0.363420,2.281852,3.786301,3.281852,4.786301,-10.8000,-10.1200
0.347064,2.410178,3.897788,3.410178,4.897788,-10.8400,-10.1500
0.335281,2.510458,3.677351,3.510458,4.677351,-10.8700,-10.2000
0.323899,2.614328,3.677351,3.614328,4.677351,-10.9000,-10.2300
0.309321,2.758623,3.786301,3.758623,4.786301,-10.9400,-10.2600
0.295399,2.909830,4.128614,3.909830,5.128614,-10.9800,-10.2700
0.282104,3.068268,4.495409,4.068268,5.495409,-11.0200,-10.2800
0.269407,3.234275,5.025596,4.234275,6.025596,-11.0600,-10.2800
0.257282,3.408202,5.456542,4.408202,6.456542,-11.1000,-10.2900
0.248547,3.544067,5.456542,4.544067,6.456542,-11.1300,-10.3200
0.242890,3.637313,5.606934,4.637313,6.606934,-11.1500,-10.3300
0.237361,3.732753,5.918310,4.732753,6.918310,-11.1700,-10.3300
0.234644,3.781312,5.760830,4.781312,6.760830,-11.1800,-10.3500
0.229303,3.880137,5.918310,4.880137,6.918310,-11.2000,-10.3600
0.224083,3.981285,6.244360,4.981285,7.244360,-11.2200,-10.3600
1.568229,0.263287,0.348963,1.263287,1.348963,-9.5300,-9.4000
1.176006,0.446150,0.513561,1.446150,1.513561,-9.7800,-9.6000
0.823018,0.782863,0.949845,1.782863,1.949845,-10.0900,-9.8000
0.668974,1.050162,1.089296,2.050162,2.089296,-10.2700,-9.9500
0.519289,1.468790,1.041738,2.468790,2.041738,-10.4900,-10.1800
0.431926,1.851094,2.019952,2.851094,3.019952,-10.6500,-10.1700
0.363420,2.281852,1.884032,3.281852,2.884032,-10.8000,-10.3400
0.316526,2.685631,1.630268,3.685631,2.630268,-10.9200,-10.5000
0.248547,3.544067,2.890451,4.544067,3.890451,-11.1300,-10.5400
0.226678,3.930418,2.981072,4.930418,3.981072,-11.2100,-10.6100
0.206733,4.354377,3.168694,5.354377,4.168694,-11.2900,-10.6700
0.804284,0.809654,0.995262,1.809654,1.995262,-10.1100,-9.8100
0.912871,0.670482,0.698244,1.670482,1.698244,-10.0000,-9.7700
0.978159,0.602571,0.659587,1.602571,1.659587,-9.9400,-9.7200
0.989485,0.591769,0.819701,1.591769,1.819701,-9.9300,-9.6700
0.966962,0.613519,0.905461,1.613519,1.905461,-9.9500,-9.6700
0.944951,0.635854,1.041738,1.635854,2.041738,-9.9700,-9.6600
0.912871,0.670482,1.089296,1.670482,2.089296,-10.0000,-9.6800
0.892091,0.694335,0.949845,1.694335,1.949845,-10.0200,-9.7300
0.871785,0.718817,0.949845,1.718817,1.949845,-10.0400,-9.7500
0.861806,0.731298,0.949845,1.731298,1.949845,-10.0500,-9.7600
0.851941,0.743941,1.041738,1.743941,2.041738,-10.0600,-9.7500
0.851941,0.743941,1.041738,1.743941,2.041738,-10.0600,-9.7500
0.842189,0.756749,0.995262,1.756749,1.995262,-10.0700,-9.7700
0.842189,0.756749,0.995262,1.756749,1.995262,-10.0700,-9.7700
0.851941,0.743941,0.949845,1.743941,1.949845,-10.0600,-9.7700
0.851941,0.743941,0.819701,1.743941,1.819701,-10.0600,-9.8000
0.842189,0.756749,0.862087,1.756749,1.862087,-10.0700,-9.8000
0.842189,0.756749,0.819701,1.756749,1.819701,-10.0700,-9.8100
0.842189,0.756749,0.778279,1.756749,1.778279,-10.0700,-9.8200
0.842189,0.756749,0.698244,1.756749,1.698244,-10.0700,-9.8400
0.823018,0.782863,0.698244,1.782863,1.698244,-10.0900,-9.8600
0.804284,0.809654,0.698244,1.809654,1.698244,-10.1100,-9.8800
0.785976,0.837137,0.659587,1.837137,1.659587,-10.1300,-9.9100
0.768085,0.865325,0.698244,1.865325,1.698244,-10.1500,-9.9200
0.750601,0.894236,0.737801,1.894236,1.737801,-10.1700,-9.9300
0.733516,0.923883,0.737801,1.923883,1.737801,-10.1900,-9.9500
0.716819,0.954282,0.778279,1.954282,1.778279,-10.2100,-9.9600
0.700502,0.985451,0.862087,1.985451,1.862087,-10.2300,-9.9600
0.692483,1.001329,0.905461,2.001329,1.905461,-10.2400,-9.9600
0.676721,1.033682,0.905461,2.033682,1.905461,-10.2600,-9.9800
0.668974,1.050162,0.862087,2.050162,1.862087,-10.2700,-10.0000
0.661317,1.066847,0.949845,2.066847,1.949845,-10.2800,-9.9900
0.661317,1.066847,1.041738,2.066847,2.041738,-10.2800,-9.9700
0.653747,1.083740,1.137962,2.083740,2.137962,-10.2900,-9.9600
0.646263,1.100841,1.187762,2.100841,2.187762,-10.3000,-9.9600
0.638865,1.118155,1.290868,2.118155,2.290868,-10.3100,-9.9500
0.631552,1.135683,1.398833,2.135683,2.398833,-10.3200,-9.9400
0.617176,1.171390,1.454709,2.171390,2.454709,-10.3400,-9.9500
0.582652,1.264572,1.454709,2.264572,2.454709,-10.3900,-10.0000
0.543763,1.384129,1.691535,2.384129,2.691535,-10.4500,-10.0200
0.513345,1.490600,1.884032,2.490600,2.884032,-10.5000,-10.0400
0.479081,1.627099,2.090295,2.627099,3.090295,-10.5600,-10.0700
0.452282,1.748572,2.235937,2.748572,3.235937,-10.6100,-10.1000
0.426982,1.877494,2.388442,2.877494,3.388442,-10.6600,-10.1300
0.407764,1.986283,2.467369,2.986283,3.467369,-10.7000,-10.1600
0.389412,2.100343,2.548134,3.100343,3.548134,-10.7400,-10.1900
0.376192,2.189494,2.630781,3.189494,3.630781,-10.7700,-10.2100
0.363420,2.281852,2.715352,3.281852,3.715352,-10.8000,-10.2300
0.351083,2.377529,2.801894,3.377529,3.801894,-10.8300,-10.2500
0.339164,2.476638,2.801894,3.476638,3.801894,-10.8600,-10.2800
0.331443,2.544676,2.801894,3.544676,3.801894,-10.8800,-10.3000
0.320191,2.649771,2.981072,3.649771,3.981072,-10.9100,-10.3100
0.312903,2.721914,3.073803,3.721914,4.073803,-10.9300,-10.3200
0.305780,2.795765,3.073803,3.795765,4.073803,-10.9500,-10.3400
0.295399,2.909830,3.365158,3.909830,4.365158,-10.9800,-10.3400
0.288675,2.988125,3.466836,3.988125,4.466836,-11.0000,-10.3500
0.278875,3.109047,3.570882,4.109047,4.570882,-11.0300,-10.3700
0.269407,3.234275,3.786301,4.234275,4.786301,-11.0600,-10.3800
0.263275,3.320226,3.786301,4.320226,4.786301,-11.0800,-10.4000
0.254337,3.452965,4.011872,4.452965,5.011872,-11.1100,-10.4100
0.248547,3.544067,4.128614,4.544067,5.128614,-11.1300,-10.4200
0.240110,3.684756,4.248075,4.684756,5.248075,-11.1600,-10.4400
0.234644,3.781312,4.370318,4.781312,5.370318,-11.1800,-10.4500
0.226678,3.930418,4.623413,4.930418,5.623413,-11.2100,-10.4600
0.218982,4.084809,5.025596,5.084809,6.025596,-11.2400,-10.4600
0.211548,4.244671,5.309573,5.244671,6.309573,-11.2700,-10.4700
0.206733,4.354377,5.309573,5.354377,6.309573,-11.2900,-10.4900
0.199714,4.523782,5.309573,5.523782,6.309573,-11.3200,-10.5200
0.195168,4.640035,5.606934,5.640035,6.606934,-11.3400,-10.5200
0.190726,4.759014,5.918310,5.759014,6.918310,-11.3600,-10.5200
0.188543,4.819545,5.760830,5.819545,6.760830,-11.3700,-10.5400
0.184251,4.942730,5.918310,5.942730,6.918310,-11.3900,-10.5500
1.048116,0.539877,0.023293,1.539877,1.023293,-9.8800,-9.8700
0.871785,0.718817,0.479108,1.718817,1.479108,-10.0400,-9.8700
0.795077,0.823308,1.041738,1.823308,2.041738,-10.1200,-9.8100
0.750601,0.894236,0.995262,1.894236,1.995262,-10.1700,-9.8700
0.700502,0.985451,0.819701,1.985451,1.819701,-10.2300,-9.9700
0.653747,1.083740,1.089296,2.083740,2.089296,-10.2900,-9.9700
0.610112,1.189574,0.862087,2.189574,1.862087,-10.3500,-10.0800
0.589399,1.245478,1.137962,2.245478,2.137962,-10.3800,-10.0500
0.537538,1.404913,1.089296,2.404913,2.089296,-10.4600,-10.1400
0.501660,1.535013,0.995262,2.535013,1.995262,-10.5200,-10.2200
0.468176,1.674821,1.089296,2.674821,2.089296,-10.5800,-10.2600
0.431926,1.851094,1.290868,2.851094,2.290868,-10.6500,-10.2900
0.407764,1.986283,1.398833,2.986283,2.398833,-10.7000,-10.3200
0.380548,2.159426,1.511886,3.159426,2.511886,-10.7600,-10.3600
0.359260,2.313370,1.691535,3.313370,2.691535,-10.8100,-10.3800
0.343091,2.443213,1.754229,3.443213,2.754229,-10.8500,-10.4100
0.327649,2.579298,1.884032,3.579298,2.884032,-10.8900,-10.4300
0.312903,2.721914,1.951209,3.721914,2.951209,-10.9300,-10.4600
0.302280,2.833343,1.951209,3.833343,2.951209,-10.9600,-10.4900
0.292018,2.948749,2.019952,3.948749,3.019952,-10.9900,-10.5100
0.282104,3.068268,2.090295,4.068268,3.090295,-11.0200,-10.5300
0.275683,3.150304,2.019952,4.150304,3.019952,-11.0400,-10.5600
0.525302,1.447241,0.659587,2.447241,1.659587,-10.4800,-10.2600
0.519289,1.468790,0.778279,2.468790,1.778279,-10.4900,-10.2400
0.484629,1.603663,0.862087,2.603663,1.862087,-10.5500,-10.2800
0.452282,1.748572,0.995262,2.748572,1.995262,-10.6100,-10.3100
0.422094,1.904210,1.238721,2.904210,2.238721,-10.6700,-10.3200
